Nombre,Apellido,team_name,Posicion,opponent_name,is_home,Precio,form,difficulty,valor,tendencia,volatilidad,rendimiento_ajustado
Mateus Gonçalo,Espanha Fernandes,West Ham,Midfielder,Brentford,True,55,2.25,1185,0.4090909090909091,0,0.8944271909999159,0.45737754085222976
Jan Paul,van Hecke,Brighton,Defender,Newcastle,True,44,1.8,1245,0.409090909090909,0,3.579039509354962,0.11430187010275225
Kyle,Walker,Burnley,Defender,Leeds,True,44,1.8,1075,0.409090909090909,-1,2.225394561056747,0.18382848428309667
Hannibal,Mejbri,Burnley,Midfielder,Leeds,True,49,2.0,1075,0.4081632653061224,0,1.6035674514745464,0.2545345161070708
Matz,Sels,Nott'm Forest,Goalkeeper,Chelsea,True,49,2.0,1245,0.4081632653061224,0,0.6900655593423543,0.5914847651505892
Morgan,Rogers,Aston Villa,Midfielder,Spurs,False,69,2.8,1130,0.4057971014492753,0,1.3451854182690988,0.30166629517247506
Noah,Sadiki,Sunderland,Midfielder,Wolves,True,50,2.0,1125,0.4,0,0.8164965809277261,0.4898979485566356
Reinildo,Mandava,Sunderland,Defender,Wolves,True,40,1.6,1125,0.4,0,3.1091263510296048,0.1286535041805354
Karl,Darlow,Leeds,Goalkeeper,Burnley,False,40,1.6,1050,0.4,0,1.3801311186847085,0.28982753492378877
Rodrigo,Martins Gomes,Wolves,Defender,Sunderland,False,45,1.8,1050,0.4,0,2.5727509827124,0.1554755989552817
Bruno,Guimarães Rodriguez Moura,Newcastle,Midfielder,Brighton,False,65,2.6,1150,0.4,0,4.644505202002531,0.0861232752689211
Marc,Cucurella Saseta,Chelsea,Defender,Nott'm Forest,False,61,2.4,1165,0.3934426229508196,0,3.4364987719368982,0.1144893826716153
Jhon,Arias,Wolves,Midfielder,Sunderland,False,52,2.0,1050,0.3846153846153846,0,1.5275252316519468,0.2517898733492219
Xavi,Simons,Spurs,Midfielder,Aston Villa,True,70,2.6666666666666665,1250,0.3809523809523809,-1,2.380476142847616,0.16003200960320113
Brennan,Johnson,Spurs,Midfielder,Aston Villa,True,69,2.6,1250,0.3768115942028985,0,3.670993118515816,0.10264568252725126
Hwang,Hee-chan,Wolves,Midfielder,Sunderland,False,59,2.2,1050,0.3728813559322034,0,2.340126166724879,0.15934241547927697
Abdukodir,Khusanov,Man City,Defender,Everton,True,54,2.0,1115,0.3703703703703703,0,2.8784916685156974,0.12866820995919465
André,Trindade da Costa Neto,Wolves,Midfielder,Sunderland,False,54,2.0,1050,0.3703703703703703,0,1.618347187425374,0.22885717801974984
Reece,James,Chelsea,Defender,Nott'm Forest,False,54,2.0,1165,0.3703703703703703,0,1.7043362064926935,0.21731062742165483
Estêvão,Almeida de Oliveira Gonçalves,Chelsea,Midfielder,Nott'm Forest,False,65,2.4,1165,0.3692307692307692,0,2.9113897843110044,0.12682285663722956
Ollie,Watkins,Aston Villa,Forward,Spurs,False,87,3.2,1130,0.367816091954023,0,2.2677868380553634,0.16219165125300172
Malo,Gusto,Chelsea,Defender,Nott'm Forest,False,49,1.8,1165,0.3673469387755101,0,2.410295378065479,0.15240743608376559
Ethan,Ampadu,Leeds,Midfielder,Burnley,False,49,1.8,1050,0.3673469387755101,0,1.7728105208558367,0.20721161932081203
Will,Hughes,Crystal Palace,Midfielder,Bournemouth,True,49,1.8,1180,0.3673469387755101,0,0.9759000729485331,0.3764185995658627
Robert,Lynch Sánchez,Chelsea,Goalkeeper,Nott'm Forest,False,49,1.8,1165,0.3673469387755101,0,3.545621041711674,0.103605809660406
Fábio,Freitas Gouveia Carvalho,Brentford,Midfielder,West Ham,False,49,1.8,1100,0.3673469387755101,0,2.4299715851758235,0.15117334746485536
Noussair,Mazraoui,Man Utd,Defender,Liverpool,False,49,1.8,1335,0.3673469387755101,0,2.563479777846623,0.14330011180509067
Mathias,Jensen,Brentford,Midfielder,West Ham,False,49,1.8,1100,0.3673469387755101,0,2.058663459163551,0.17843952936570104
Bart,Verbruggen,Brighton,Goalkeeper,Newcastle,True,44,1.6,1245,0.3636363636363636,0,0.5345224838248488,0.6803013430498074
Hugo,Bueno López,Wolves,Defender,Sunderland,False,44,1.6,1050,0.3636363636363636,0,2.760262237369417,0.13173978860172214
William,Osula,Newcastle,Forward,Brighton,False,55,2.0,1150,0.3636363636363636,0,1.4960264830861913,0.24306813264843335
Altay,Bayındır,Man Utd,Goalkeeper,Liverpool,False,50,1.8,1335,0.36,0,0.7867957924694432,0.4575520146976146
Ibrahim,Sangaré,Nott'm Forest,Midfielder,Chelsea,True,50,1.8,1245,0.36,0,1.397276262011544,0.2576441107513968
Benjamin,Sesko,Man Utd,Forward,Liverpool,False,73,2.6,1335,0.3561643835616438,0,3.592319850008056,0.09914606672923211
Mads,Hermansen,West Ham,Goalkeeper,Brentford,True,45,1.6,1185,0.3555555555555555,0,2.563479777846623,0.13870035512986556
Patrick,Dorgu,Man Utd,Defender,Liverpool,False,45,1.6,1335,0.3555555555555555,0,1.7182493859684491,0.2069289583101788
Rio,Ngumoha,Liverpool,Midfielder,Man Utd,True,45,1.6,1125,0.3555555555555555,0,2.193062655175134,0.16212740421096702
Eli Junior,Kroupi,Bournemouth,Forward,Crystal Palace,False,45,1.6,1140,0.3555555555555555,0,2.138089935299395,0.1662958838566196
Bernardo,Mota Veiga de Carvalho e Silva,Man City,Midfielder,Everton,True,63,2.2,1115,0.3492063492063492,-1,1.864454471471609,0.18729679622089218
Gabriel,Martinelli Silva,Arsenal,Midfielder,Fulham,False,69,2.4,1125,0.3478260869565217,0,2.3804761428476167,0.1461161826811836
Emile,Smith Rowe,Fulham,Midfielder,Arsenal,True,58,2.0,1325,0.3448275862068966,0,1.8898223650461359,0.18246560765962697
Eberechi,Eze,Arsenal,Midfielder,Fulham,False,76,2.6,1125,0.3421052631578947,0,2.3401261667248794,0.14619094817297296
